Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
5919,Media,591,Television Sketches and Effects Photography,الرسوم التخطيطية التلفزيونية و التأثيرات الخاصة,N/A,N/A,
5920,Media,592,Sound recording and music publishing activities,أنشطة نشر التسجيلات الصوتية والموسيقى,UAE Media Council,POST,
5920.01,Media,592,"Production of original (sound) master recordings, such as tapes, CDs",إنتاج التسجيلات الأصلية (الصوتية) مثل الشرائط والأقراص الحاسوبية المدمجة,UAE Media Council,POST,
5920.02,Media,592,"Sound recording service activities in a studio or elsewhere, including the production of taped (i.e. non-live) radio programming, audio for film, television etc.",أنشطة خدمات التسجيل الصوتي الاستوديو أو في غيره، بما في ذلك إنتاج البرامج الإذاعية المسّجلة (غير برامج البّث المباشر) والتسجيلات الصوتية للإذاعة والأفلام والتليفزيون، إلخ,UAE Media Council,POST,
5920.03,Media,592,"Music publishing, i.e. activities of:• Acquiring and registering copyrights for musical compositions• Promoting, authorizing and using these compositions in recordings, radio, television, motion pictures, live performances, print and other media• Distributing sound recordings to wholesalers, retailers or directly to the public.","نشر الموسيقى، أي أنشطة نشر الموسيقى التالية: 
• الحصول على حقوق النشر للأعمال الموسيقية وتسجيلها
• نشر وترخيص واستعمال تلك الأعمال الموسيقية تسجيلات وفي الإذاعة والتليفزيون والأفلام السينمائية والعروض الحيّة والمطبوعات وسائر وسائط الإعلام 
• توزيع التسجيلات الصوتية إلى بائعي الجملة والتجزئة أو للبيع المباشر للجمهور",UAE Media Council,POST,
5920.04,Media,592,Publishing of music and sheet books,نشر ُكتب النوتة الموسيقية,UAE Media Council,POST,
5920.11,Media,592,Music production & recordings,الإنتاج الموسيقي و التسجيلات,UAE Media Council,POST,
5920.12,Media,592,Music promotion & management,الترويج الموسيقي و الإدارة,UAE Media Council,POST,
5925,Media,592,Audio Recorded Media Distribution,توزيع التسجيلات الصوتية,N/A,N/A,
5926,Media,592,Radio Programs and Audio Recordings Production,إنتاج برامج الإذاعة الصوتية والتسجيلات الصوتية,N/A,N/A,
5930,Media,593,Cinematic Studios Services,خدمات الاستوديوهات السينمائية,N/A,N/A,
5931,Media,593,Television Studios Services,خدمات الاستوديوهات التلفزيونية,N/A,N/A,
5932,Media,593,Audio Studios Services,خدمات الاستوديوهات السمعية,N/A,N/A,
5933,Media,593,Operating & managing cinemas,إدارة وتشغيل دور السينما,N/A,N/A,
5934,Media,593,Operating TV & Radio Broadcasting Stations except content managment,تشغيل محطات بث الإذاعة والتلفزيون فيما عدا إدارة المحتوى,N/A,N/A,
5941,Media,594,Art Production Services Contracts,خدمات التعاقد للإنتاج الفني,N/A,N/A,
5942,Media,594,"Translation services, movies and television programs",خدمات الترجمة للأفلام والبرامج التلفزيونية,N/A,N/A,
5943,Media,594,"Volume, Noise and Oscillation Control Consultancy",استشارات حجم الصوت والضجيج وضبط المذبذبات,N/A,N/A,
5944,Media,594,"Design, Production and installation of billboards",تصميم وإنتاج وتركيب اللوحات الإعلانية,N/A,N/A,
5945,Media,594,Marketing & Selling events tickets,تسويق وبيع تذاكر الفعاليات,N/A,N/A,
5946,Media,594,Festival Organization and Management,تنظيم وإدارة المهرجانات,N/A,N/A,
5947,Media,594,Social Events Management,إدارة المناسبات الإجتماعية,N/A,N/A,
5948,Media,594,Events Production,إنتاج الفعاليات,N/A,N/A,
5949,Media,594,Media Hardware Equipment and System Integration services,خدمات المعدات والأجهزة الإعلامية وتكامل النظام,N/A,N/A,
6010,Media,601,Radio broadcasting,الإذاعة الصوتية,UAE Media Council,POST,
6010.01,Media,601,"Broadcasting audio signals through radio broadcasting studios and facilities for the transmission of aural programming to the public, to affiliates or to subscribers",إذاعة الإشارات الصوتية من استوديوهات الإذاعة ومرافق إرسال البرامج الصوتية إلى الجمهور وإلى الكيانات التابعة وإلى المشتركين,UAE Media Council,POST,
6010.02,Media,601,"Activities of radio networks, i.e. assembling and transmitting aural programming to the affiliates or subscribers via over-the-air broadcasts, cable or satellite",أنشطة شبكات الإذاعة، أي تجميع وإذاعة البرامج الصوتية إلى الكيانات التابعة والمشتركين عن طريق الإذاعة على الهواء والكابل وشبكات السواتل,UAE Media Council,POST,
6010.03,Media,601,Radio broadcasting activities over the internet (internet radio stations),أنشطة الإذاعة الصوتية على الإنترنت (محطات الإذاعة على الإنترنت),UAE Media Council,POST,
6010.04,Media,601,Data broadcasting integrated with radio broadcasting,إذاعة البيانات كجزء متكامل من الإذاعة الصوتية,UAE Media Council,POST,
6020,Media,602,Television programming and broadcasting activities,أنشطة البرمجة والإذاعة والتليفزيون,UAE Media Council,POST,
6020.01,Media,602,"Creation of a complete television channel programme, from purchased programme components (e.g. movies, documentaries etc.), self produced programme components (e.g. local news, live reports) or a combination thereof",إنتاج برنامج كامل للقنوات التليفزيونية من أجزاء برنامجية مشتراة (مثلاً من أفلام سينمائية أو وثائقية وما إليها)، أو مكّونات برنامجية من الإنتاج الذاتي (مثل الأخبار المحلية والتقارير الحيّة) أو مزيج منهما,UAE Media Council,POST,
6020.02,Media,602,Programming of video-on-demand channels,برامج قنوات الفيديو حسب الطلب,UAE Media Council,POST,
6020.03,Media,602,Data broadcasting integrated with television broadcasting,إذاعة البيانات بشكل متكامل مع البث التليفزيوني,UAE Media Council,POST,
6025,Media,602,Global Television Networks Programs Rebroadcasting Services,خدمات إعادة بث برامج الشبكات التلفزيونية العالمية,N/A,N/A,
6110,Media,611,Wired telecommunications activities,أنشطة الاتصالات السلكية,UAE Media Council,POST,
6110.01,Media,611,"Operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound and video using a wired telecommunications infrastructure, including:• Operating and maintaining switching and transmission facilities to provide point-top oint communications via landlines, microwave or a combination of landlines and satellite linkups• Operating of cable distribution systems (e.g. for distribution of data and television signals)• Furnishing telegraph and other non-vocal communications using own facilities the transmission facilities that carry out these activities, may be based on a single technology or a combination of technologies.","تشغيل أو صيانة أو تقديم خدمة نقل الصوت والبيانات والنصوص والتسجيلات الصوتية غير الفيديو باستعمال بنية تحتية للاتصالات السلكية، بما في ذلك: 
• تشغيل وصيانة مرافق التحويل والإرسال لتوصيل الإرسال من نقطة إلى نقطة عن طريق خطوط أرضية أو خطوط ميكرويف أو مزيج من الخطوط الأرضية والروابط الساتلية 
• تشغيل شبكات توزيع الكابل (أي توزيع البيانات والإشارات التليفزيونية)
• تقديم خدمات الإتصالات بالتلغراف وغيره من وسائل الإتصالات غير الصوتية باستخدام مرافقها الخاصة",Telecommunications And Digital Government Regulatory Authority (TDRA),PRE,
6110.02,Media,611,Purchasing access and network capacity from owners and operators of networks and providing telecommunications services using this capacity to businesses and households,شراء حق الدخول وقدرة الشبكة من مالكي ومشّغلي الشبكات وتقديم خدمات الإتصالات باستعمال تلك القدرة إلى دوائر الأعمال والمنازل,Telecommunications And Digital Government Regulatory Authority (TDRA),PRE,
6110.03,Media,611,Provision of internet access by the operator of the wired infrastructure,تقديم خدمة النفاذ إلى الإنترنت من قِبَل مشّغل الشبكة السلكي,Telecommunications And Digital Government Regulatory Authority (TDRA),PRE,
6120,Media,612,Wireless telecommunications activities,أنشطة الاتصالات اللاسلكية,Telecommunications And Digital Government Regulatory Authority (TDRA),PRE,
6120.01,Media,612,"Operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound, and video using a wireless telecommunications infrastructure",تشغيل وصيانة وتقديم خدمة الاتصال بمرافق إرسال الصوت والبيانات والنصوص والتسجيلات الصوتية والفيديو باستخدام بيئة اتصالات لاسلكية,Telecommunications And Digital Government Regulatory Authority (TDRA),PRE,
